TIME,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,LAB
28.390000,-1876.000000,-3108.000000,7820.000000,3413.000000,-1861.000000,-1286.000000,75.000000,13.000000,93.000000,4.000000
28.400000,-3375.000000,-3999.000000,8306.000000,2598.000000,-2365.000000,-1441.000000,77.000000,27.000000,87.000000,4.000000
28.410000,-3482.000000,-4553.000000,7068.000000,1491.000000,-2450.000000,-1592.000000,77.000000,27.000000,87.000000,4.000000
28.420000,-20999.000000,3563.000000,-237.000000,-25595.000000,8436.000000,19705.000000,8704.000000,18944.000000,-17664.000000,4.000000
28.430000,6065.000000,-6130.000000,-5515.000000,-8027.000000,-9242.000000,1268.000000,80.000000,32.000000,66.000000,4.000000
28.440000,3053.000000,-8487.000000,-5838.000000,-4835.000000,-6769.000000,1427.000000,95.000000,31.000000,47.000000,4.000000
28.450000,-2296.000000,-1453.000000,-31943.000000,424.000000,3377.000000,1265.000000,102.000000,18.000000,48.000000,4.000000
28.460000,-888.000000,1388.000000,-1791.000000,970.000000,27.000000,2337.000000,101.000000,13.000000,51.000000,4.000000
28.470000,-7336.000000,11940.000000,2159.000000,5705.000000,-1171.000000,-1839.000000,101.000000,13.000000,51.000000,4.000000
28.480000,-13413.000000,8109.000000,-730.000000,4837.000000,-898.000000,-2896.000000,111.000000,9.000000,47.000000,4.000000
28.490000,923.000000,2100.000000,3397.000000,-3173.000000,-2603.000000,111.000000,9.000000,47.000000,8308.000000,4.000000
28.500000,5878.000000,-1840.000000,109.000000,3842.000000,2886.000000,-2380.000000,96.000000,26.000000,36.000000,4.000000
28.510000,-12759.000000,-7930.000000,-13587.000000,25377.000000,1286.000000,24833.000000,22011.000000,11520.000000,5376.000000,4.000000
28.520000,118.000000,-7812.000000,5629.000000,1116.000000,-179.000000,-711.000000,85.000000,45.000000,21.000000,4.000000
28.530000,-236.000000,-6196.000000,4278.000000,655.000000,894.000000,-840.000000,87.000000,43.000000,19.000000,4.000000
28.540000,6486.000000,-4198.000000,9186.000000,658.000000,2458.000000,664.000000,87.000000,43.000000,19.000000,4.000000
28.550000,-8371.000000,3047.000000,13848.000000,-6357.000000,-3033.000000,4051.000000,82.000000,44.000000,28.000000,4.000000
28.560000,7555.000000,-208.000000,-1483.000000,-8503.000000,-6778.000000,6417.000000,88.000000,38.000000,34.000000,4.000000
28.570000,-4165.000000,-1750.000000,-17397.000000,-4753.000000,-4480.000000,3855.000000,107.000000,17.000000,31.000000,4.000000
28.580000,-13773.000000,-357.000000,-32767.000000,-501.000000,-1956.000000,1307.000000,114.000000,8.000000,30.000000,4.000000
28.590000,-5161.000000,-866.000000,5439.000000,-2833.000000,-8026.000000,5257.000000,117.000000,1.000000,25.000000,4.000000
28.600000,1635.000000,7032.000000,-82.000000,-131.000000,-78.000000,679.000000,124.000000,-14.000000,16.000000,4.000000
28.610000,-4764.000000,2580.000000,245.000000,-579.000000,2201.000000,-1624.000000,121.000000,-9.000000,13.000000,4.000000
28.620000,-3174.000000,1269.000000,-3065.000000,-388.000000,3849.000000,-1904.000000,121.000000,-9.000000,13.000000,4.000000
