# slp_min,pks_max,n_peak,dur_min,slp_max,dur_max,pks_mean,latency,dur_mean,slp_mean,pha_auc,pha_min,pha_std,pks_min,pha_max,pha_mean
2.507573804594522837e-01,5.575932843244835180e-02,2.000000000000000000e+00,1.250000000000000000e+00,2.507573804594522837e-01,1.250000000000000000e+00,3.611406183470450282e-02,0.000000000000000000e+00,1.250000000000000000e+00,2.507573804594522837e-01,2.899203539116433723e-03,-9.598623168131148464e-03,1.208881044540986022e-02,1.646879523696065384e-02,5.575932843244835180e-02,2.899203539116433723e-03
2.507573804594522837e-01,5.575932843244835180e-02,1.000000000000000000e+00,1.250000000000000000e+00,2.507573804594522837e-01,1.250000000000000000e+00,5.575932843244835180e-02,1.250000000000000000e+00,1.250000000000000000e+00,2.507573804594522837e-01,3.326153406713518862e-03,-8.064049969619235814e-03,1.157835815514603357e-02,5.575932843244835180e-02,5.575932843244835180e-02,3.326153406713518862e-03
0.000000000000000000e+00,1.271205163749905553e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.271205163749905553e-02,1.575000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.445399803762105581e-04,-1.917027781110342000e-02,9.421673922799030099e-03,1.271205163749905553e-02,3.883347693200878137e-02,1.445399803762105581e-04
1.251406040744207804e+00,9.256636901012643692e-02,2.000000000000000000e+00,2.000000000000000000e+00,1.251406040744207804e+00,2.000000000000000000e+00,5.263921032381274623e-02,5.750000000000000000e+00,2.000000000000000000e+00,1.251406040744207804e+00,4.275153070263045668e-03,-1.917027781110342000e-02,1.789033445673146941e-02,1.271205163749905553e-02,9.256636901012643692e-02,4.275153070263045668e-03
0.000000000000000000e+00,9.256636901012643692e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.256636901012643692e-02,2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.763101079602334306e-03,-8.875790703739394605e-03,1.557184347928922651e-02,9.256636901012643692e-02,9.256636901012643692e-02,3.763101079602334306e-03
nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,-1.978689722468801419e-03,-2.357133337599498502e-02,4.875807567835135047e-03,nan,6.395566955368081619e-03,-1.978689722468801419e-03
5.401840168914546769e-01,2.890709247745323895e-01,1.000000000000000000e+00,2.500000000000000000e-01,5.401840168914546769e-01,2.000000000000000000e+00,2.890709247745323895e-01,1.200000000000000000e+01,1.125000000000000000e+00,5.401840168914546769e-01,1.281810049207758248e-02,-2.648415515383356622e-02,5.249920350633832666e-02,2.890709247745323895e-01,2.890709247745323895e-01,1.281810049207758248e-02
5.401840168914546769e-01,2.890709247745323895e-01,2.000000000000000000e+00,2.500000000000000000e-01,1.125064351553437980e+01,2.000000000000000000e+00,2.152372369166523358e-01,2.000000000000000000e+00,1.333333333333333259e+00,5.895413766212917572e+00,2.175658457433895382e-02,-2.648415515383356622e-02,5.661801946560560128e-02,1.414035490587722821e-01,2.890709247745323895e-01,2.175658457433895382e-02
1.006690538964296389e+00,1.414035490587722821e-01,1.000000000000000000e+00,1.750000000000000000e+00,1.006690538964296389e+00,1.750000000000000000e+00,1.414035490587722821e-01,5.000000000000000000e+00,1.750000000000000000e+00,1.006690538964296389e+00,7.540844393092907723e-03,-1.332208161739883989e-02,2.706936546726554718e-02,1.414035490587722821e-01,1.414035490587722821e-01,7.540844393092907723e-03
0.000000000000000000e+00,2.673160026123838628e-02,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.295005148469642098e-02,1.075000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.437183887902131890e-03,-2.334356339177157125e-02,6.615239152801007279e-03,1.916850270815445567e-02,2.673160026123838628e-02,1.437183887902131890e-03
