# RRmean,RRSTD,pNN50,pNN25,pNN10,RMSSD,SDSD
1.005156250000000000e+03 5.840041018825338881e+01 5.959595959595959869e+01 7.777777777777777146e+01 9.191919191919191690e+01 6.832349185763659705e+01 6.797616228433629715e+01
9.966015625000000000e+02 5.964590490694200753e+01 6.161616161616161946e+01 7.777777777777777146e+01 9.292929292929292728e+01 6.900715762102996109e+01 6.864464425852668228e+01
9.935156250000000000e+02 5.615285665526621273e+01 5.757575757575757791e+01 7.676767676767676107e+01 9.191919191919191690e+01 6.972097410328339606e+01 6.936508141567674102e+01
9.784966626213591780e+02 7.581708196168004577e+01 5.196078431372549034e+01 7.156862745098038658e+01 8.725490196078430927e+01 7.064582535715005918e+01 7.029857544061522390e+01
9.862898284313725981e+02 7.831003115055069941e+01 5.049504950495049371e+01 6.831683168316831711e+01 8.811881188118812247e+01 7.088310138883596778e+01 7.053115237683871896e+01
9.882425742574257583e+02 5.690107424913979628e+01 5.800000000000000000e+01 7.300000000000000000e+01 9.200000000000000000e+01 6.725953935372383796e+01 6.690842978335554392e+01
9.783241421568627629e+02 5.538774876924399138e+01 5.643564356435643248e+01 7.920792079207920722e+01 9.405940594059406124e+01 6.420287592735819260e+01 6.388424926615904553e+01
1.004379734848484873e+03 5.714424669061754258e+01 5.612244897959183731e+01 8.163265306122448806e+01 9.591836734693877986e+01 6.996036896469705368e+01 6.960178261023202140e+01
1.001054687500000000e+03 4.975481571678985659e+01 5.454545454545454675e+01 7.575757575757575069e+01 8.989898989898989612e+01 6.897669063419196789e+01 6.862715575192153494e+01
9.864813112745098351e+02 4.766199906254237106e+01 5.742574257425742701e+01 8.019801980198019464e+01 9.108910891089108475e+01 6.822084177106820846e+01 6.788173484020167336e+01
9.870823019801980536e+02 4.810217644682187199e+01 6.000000000000000000e+01 8.500000000000000000e+01 9.600000000000000000e+01 6.817000058702305409e+01 6.782639321605726934e+01
9.881652227722772750e+02 4.551268968317143049e+01 5.700000000000000000e+01 8.000000000000000000e+01 9.300000000000000000e+01 6.402996371353465577e+01 6.370896159183082119e+01
9.841835171568627629e+02 5.063190192746056795e+01 5.346534653465346310e+01 7.821782178217821979e+01 9.207920792079207217e+01 6.614147582431729688e+01 6.580299979727874415e+01
9.993359375000000000e+02 5.581716882330398732e+01 5.656565656565656752e+01 7.373737373737374412e+01 8.989898989898989612e+01 7.202552934475096436e+01 7.166079732608727682e+01
1.040242513020833258e+03 6.109338314187989027e+01 6.736842105263157521e+01 7.578947368421052033e+01 9.052631578947368496e+01 8.375162965576654983e+01 8.330519041608209818e+01
1.064370013297872447e+03 6.165467002388770368e+01 7.311827956989247923e+01 8.602150537634408067e+01 9.677419354838710319e+01 9.237413173607947670e+01 9.186632229137106265e+01
1.051027960526315837e+03 6.569449867469994331e+01 6.808510638297872219e+01 8.510638297872340274e+01 9.468085106382979177e+01 8.899235736533134400e+01 8.851490898567762144e+01
1.045979817708333258e+03 6.647916294003448456e+01 5.894736842105263008e+01 7.894736842105263008e+01 9.263157894736842479e+01 7.906371710073615588e+01 7.864622268421292972e+01
1.030927835051546481e+03 6.724701352462074055e+01 5.833333333333333570e+01 8.020833333333332860e+01 9.062500000000000000e+01 7.968427496053936920e+01 7.926712187852078273e+01
9.844523514851484833e+02 6.693983402326377075e+01 6.300000000000000000e+01 8.200000000000000000e+01 9.000000000000000000e+01 7.866174520449838781e+01 7.825337109601493069e+01
9.682617187500000000e+02 6.540824109445642875e+01 6.504854368932038255e+01 8.252427184466019128e+01 9.223300970873786753e+01 7.888342042581558644e+01 7.849823800927612183e+01
9.917620668316831143e+02 6.811423068240080170e+01 6.700000000000000000e+01 8.600000000000000000e+01 9.300000000000000000e+01 8.633384697831509413e+01 8.589461820749725973e+01
9.944140625000000000e+02 6.687622069198414465e+01 6.161616161616161946e+01 8.080808080808080263e+01 8.989898989898989612e+01 8.119851102306546409e+01 8.077811639269513933e+01
9.848004331683168857e+02 6.795434729476319546e+01 5.300000000000000000e+01 7.300000000000000000e+01 8.900000000000000000e+01 7.270604218681091879e+01 7.232386799891318674e+01
