# timestamp,driver,phasic,tonic
1.435590087873299599e+09,4.871073262003485782e-01,-4.062644391750191986e-04,4.875135906395235974e-01
1.435590088123299599e+09,4.909266742518594295e-01,3.546114547783363324e-03,4.873805597040760662e-01
1.435590088373299599e+09,4.921403352527469743e-01,4.894561780973083476e-03,4.872457734717738909e-01
1.435590088623299599e+09,4.894488166532716122e-01,2.339559052725426191e-03,4.871092576005461861e-01
1.435590088873299599e+09,4.879501723923035938e-01,9.791346439814718750e-04,4.869710377483221220e-01
1.435590089123299599e+09,4.900442984348796216e-01,3.213158861848586234e-03,4.868311395730310354e-01
1.435590089373299599e+09,4.911864704514256053e-01,4.496881718823564356e-03,4.866895887326020409e-01
1.435590089623299599e+09,4.868805618985275196e-01,3.341510135629888190e-04,4.865464108849645308e-01
1.435590089873299599e+09,4.836152698352595980e-01,-2.786361852788243887e-03,4.864016316880478419e-01
1.435590090123299599e+09,4.854583782791386803e-01,-7.968985206420753364e-04,4.862552767997807557e-01
1.435590090373299599e+09,4.850208382691022502e-01,-1.086533608990802868e-03,4.861073718780930530e-01
1.435590090623299599e+09,4.815423171915890199e-01,-4.415625389324495664e-03,4.859579425809135156e-01
1.435590090873299599e+09,4.816792080253618491e-01,-4.127937339203191502e-03,4.858071453645650406e-01
1.435590091123299599e+09,4.841819768262468071e-01,-1.473683052696517226e-03,4.856556598789433243e-01
1.435590091373299599e+09,4.860632765558157709e-01,5.589799834782027688e-04,4.855042965723375681e-01
1.435590091623299599e+09,4.871912929557625782e-01,1.837427062725827120e-03,4.853538658930367511e-01
1.435590091873299599e+09,4.847458057926793407e-01,-4.593724966509560304e-04,4.852051782893302967e-01
1.435590092123299599e+09,4.842743318291322097e-01,-7.847123803751410165e-04,4.850590442095073507e-01
1.435590092373299599e+09,4.836836479413880729e-01,-1.232626160468763832e-03,4.849162741018568368e-01
1.435590092623299599e+09,4.823444571450133389e-01,-2.433221269654894936e-03,4.847776784146682338e-01
1.435590092873299599e+09,4.844173177470248448e-01,-2.267498492055097792e-04,4.846440675962303546e-01
1.435590093123299599e+09,4.861694278406242797e-01,1.653175745791601869e-03,4.845162520948326779e-01
1.435590093373299599e+09,4.860131732285696282e-01,1.618130869805445293e-03,4.843950423587641829e-01
1.435590093623299599e+09,4.856268410875526631e-01,1.345592251238481030e-03,4.842812488363141821e-01
1.435590093873299599e+09,4.854418677694442019e-01,1.266185793672547355e-03,4.841756819757716546e-01
1.435590094123299599e+09,4.853190648581079958e-01,1.239912632682027560e-03,4.840791522254259682e-01
1.435590094373299599e+09,4.847607076825117267e-01,7.682376489458464519e-04,4.839924700335658803e-01
1.435590094623299599e+09,4.832105577923519468e-01,-7.058880561290892253e-04,4.839164458484810361e-01
1.435590094873299599e+09,4.839346197922669846e-01,8.272967380640317003e-05,4.838518901184605814e-01
1.435590095123299599e+09,4.876186121826427966e-01,3.818998890849578665e-03,4.837996132917932179e-01
1.435590095373299599e+09,4.865796920059645148e-01,2.819266189195979155e-03,4.837604258167685356e-01
1.435590095623299599e+09,4.824678307105865205e-01,-1.267307431089048642e-03,4.837351381416755691e-01
1.435590095873299599e+09,4.807649274468800416e-01,-2.959328365340241351e-03,4.837242558122202829e-01
1.435590096123299599e+09,4.827215871634816247e-01,-1.005477600294568674e-03,4.837270647637761933e-01
1.435590096373299599e+09,4.825980038331471045e-01,-1.144542195986419930e-03,4.837425460291335244e-01
1.435590096623299599e+09,4.811499916336072769e-01,-2.619689007475001219e-03,4.837696806410822781e-01
1.435590096873299599e+09,4.830994717973245978e-01,-7.079778350884691207e-04,4.838074496324130669e-01
1.435590097123299599e+09,4.842410589711323432e-01,3.862249352161728488e-04,4.838548340359161704e-01
1.435590097373299599e+09,4.819532990429701846e-01,-1.957515841411239244e-03,4.839108148843814239e-01
1.435590097623299599e+09,4.801236347462565224e-01,-3.850738464342973177e-03,4.839743732105994956e-01
1.435590097873299599e+09,4.817056324464356054e-01,-2.338857600924726388e-03,4.840444900473603318e-01
1.435590098123299599e+09,4.814028882215323768e-01,-2.717258205922057357e-03,4.841201464274544342e-01
1.435590098373299599e+09,4.798847318183153687e-01,-4.315591565356602377e-03,4.842003233836719711e-01
1.435590098623299599e+09,4.818567649278829856e-01,-2.427237020920292032e-03,4.842840019488032777e-01
1.435590098873299599e+09,4.835675062131342128e-01,-8.026569425041429895e-04,4.843701631556383558e-01
1.435590099123299599e+09,4.833950516327786828e-01,-1.062736404189079664e-03,4.844577880369677625e-01
1.435590099373299599e+09,4.830041702853861141e-01,-1.541687340195330158e-03,4.845458576255814442e-01
1.435590099623299599e+09,4.828693401001595276e-01,-1.764012854110430517e-03,4.846333529542699581e-01
1.435590099873299599e+09,4.833801653256885600e-01,-1.339089730135023526e-03,4.847192550558235835e-01
1.435590100123299599e+09,4.856244403731221904e-01,8.218954100899233950e-04,4.848025449630322670e-01
1.435590100373299599e+09,4.887968327271164926e-01,3.914629018430038077e-03,4.848822037086864545e-01
1.435590100623299599e+09,4.934858372724786335e-01,8.528624946902374493e-03,4.849572123255762590e-01
1.435590100873299599e+09,4.991403315553964992e-01,1.411368482502922683e-02,4.850266467303672724e-01
1.435590101123299599e+09,4.989837775559248789e-01,1.389381518070009758e-02,4.850899623752247813e-01
1.435590101373299599e+09,4.983433013417234436e-01,1.319659174553411418e-02,4.851467095961893294e-01
1.435590101623299599e+09,4.950079458017728751e-01,9.811507072471636892e-03,4.851964387293012382e-01
1.435590101873299599e+09,4.877406594151574848e-01,2.501959304556156116e-03,4.852387001106013287e-01
1.435590102123299599e+09,4.844451211529430812e-01,-8.279229231870632866e-04,4.852730440761301445e-01
1.435590102373299599e+09,4.830688749941481896e-01,-2.230145967779595395e-03,4.852990209619277850e-01
1.435590102623299599e+09,4.807458440148032475e-01,-4.570337089231990557e-03,4.853161811040352380e-01
1.435590102873299599e+09,4.816769585084558214e-01,-3.647116330036781484e-03,4.853240748384926029e-01
1.435590103123299599e+09,4.840147300715915701e-01,-1.307522429749186088e-03,4.853222525013407562e-01
1.435590103373299599e+09,4.844523430633953520e-01,-8.579213652246675537e-04,4.853102644286200196e-01
1.435590103623299599e+09,4.857899386172359613e-01,5.022776608650247887e-04,4.852876609563709365e-01
1.435590103873299599e+09,4.850349782061249004e-01,-2.190142145092055515e-04,4.852539924206341060e-01
1.435590104123299599e+09,4.832559818561629195e-01,-1.952827301286985673e-03,4.852088091574499051e-01
1.435590104373299599e+09,4.845631411859160909e-01,-5.885203169427866143e-04,4.851516615028588775e-01
1.435590104623299599e+09,4.841203986888318878e-01,-9.617011040697343027e-04,4.850820997929016221e-01
1.435590104873299599e+09,4.824963088799582023e-01,-2.503365483660591195e-03,4.849996743636187935e-01
1.435590105123299599e+09,4.838660065949741962e-01,-1.037928956076350495e-03,4.849039355510505467e-01
1.435590105373299599e+09,4.834486848291103533e-01,-1.345748862127238432e-03,4.847944336912375918e-01
1.435590105623299599e+09,4.818832290403933793e-01,-2.787490079827092959e-03,4.846707191202204723e-01
1.435590105873299599e+09,4.837872055951396022e-01,-7.454199125260241310e-04,4.845326255076656263e-01
1.435590106123299599e+09,4.849102553178822328e-01,5.291354601395514834e-04,4.843811198577426813e-01
1.435590106373299599e+09,4.826142151043648076e-01,-1.603237403882740164e-03,4.842174525082475478e-01
1.435590106623299599e+09,4.807831946958807112e-01,-3.259679101094981046e-03,4.840428737969756923e-01
1.435590106873299599e+09,4.824135506475766833e-01,-1.445083414146286493e-03,4.838586340617229697e-01
1.435590107123299599e+09,4.826396974749035396e-01,-1.026286165381640192e-03,4.836659836402851798e-01
1.435590107373299599e+09,4.826602712648265792e-01,-8.059016056312096055e-04,4.834661728704577888e-01
1.435590107623299599e+09,4.839010869534201564e-01,6.406348633835601269e-04,4.832604520900365963e-01
1.435590107873299599e+09,4.818247286921044648e-01,-1.225342944712770610e-03,4.830500716368172354e-01
1.435590108123299599e+09,4.815288930967245307e-01,-1.307388751870974808e-03,4.828362818485955055e-01
1.435590108373299599e+09,4.810080360785976561e-01,-1.612296984569328018e-03,4.826203330631669841e-01
1.435590108623299599e+09,4.796959314757957005e-01,-2.707544142531881359e-03,4.824034756183275818e-01
